OBS,DATE,TIME,ID,ACTION,M,F,SAM,JV
SE,15/03/2019,09:39:29,9EE3,F,0,0,0,0
SE,15/03/2019,09:50:15,0I9,R,0,1,0,0
SE,15/03/2019,10:00:35,04T,R,0,0,0,0
SE,15/03/2019,10:09:35,4G8,R,0,1,0,0
SE,15/03/2019,10:20:26,3M2,T,0,0,0,0
SE,15/03/2019,10:29:32,2N0,R,0,0,0,0
SE,15/03/2019,10:39:40,4EE2,R,0,1,0,2
SE,15/03/2019,10:50:22,0H8,R,2,0,0,0
SE,15/03/2019,10:59:14,8A7,F,0,0,0,0
JC,18/03/2019,07:40:00,,NA,0,0,0,0
JC,18/03/2019,07:49:13,4L9,R,0,0,0,0
JC,18/03/2019,07:50:05,88T,R,0,0,0,0
JC,18/03/2019,08:00:00,4O5,T,0,0,0,0
JC,18/03/2019,08:10:00,7Q8,CF,0,1,0,1
JC,18/03/2019,08:12:08,76Z,CF,1,0,0,0
JC,18/03/2019,08:20:00,1R9,CF,0,0,0,0
JC,18/03/2019,08:30:00,9C8,T,0,0,0,0
JC,18/03/2019,08:40:00,7H9,CF,0,0,0,0
JC,18/03/2019,08:50:00,4S4,R,0,0,0,0
JC,18/03/2019,09:00:00,4D3,S,1,0,0,0
JC,18/03/2019,09:00:00,1G9,T,0,0,0,0
JC,18/03/2019,09:10:00,9N9,T,0,0,0,0
JC,18/03/2019,09:20:53,96Z,R,0,0,0,0
JC,18/03/2019,09:30:00,30Z,R,0,0,0,0
JC,18/03/2019,09:40:02,5EE1,F,0,0,0,0
JC,18/03/2019,09:50:01,5EE1,R,0,0,0,0
JC,18/03/2019,10:00:00,6H9,S,0,1,0,0
JC,18/03/2019,10:20:00,4N3,S,0,0,0,1
JC,18/03/2019,10:30:00,76Z,R,0,0,0,0
JC,18/03/2019,10:40:00,76Z,R,0,0,0,0
JC,18/03/2019,10:50:00,2Q9,T,0,0,0,0
JC,18/03/2019,12:30:00,6J3,R,0,0,0,0
JC,18/03/2019,12:40:00,76Z,R,0,0,0,0
JC,18/03/2019,12:50:13,9C8,R,0,0,0,0
JC,18/03/2019,13:00:00,7Q8,T,0,0,0,0
JC,18/03/2019,13:10:00,4L9,R,0,0,0,0
JC,18/03/2019,13:20:00,5P8,R,0,0,0,1
JC,18/03/2019,13:30:00,30Z,R,0,0,0,0
JC,18/03/2019,13:40:00,,NA,0,0,0,0
JC,18/03/2019,13:50:00,88T,S,0,1,0,0
JC,18/03/2019,14:00:21,25L,R,0,0,0,0
SE,18/03/2019,07:29:40,8A7,F,0,0,0,0
SE,18/03/2019,07:40:53,0M1,CF,0,0,0,0
SE,18/03/2019,07:50:00,0J4,CF,0,0,0,0
SE,18/03/2019,07:50:18,04T,CF,0,0,0,0
SE,18/03/2019,08:00:00,2O1,CF,0,0,0,0
SE,18/03/2019,08:00:15,8A7,CF,1,0,0,0
SE,18/03/2019,08:11:14,6K5,R,0,0,0,0
SE,18/03/2019,08:19:37,7K4,R,0,0,0,0
SE,18/03/2019,08:29:46,1EE5,F,0,0,0,1
SE,18/03/2019,08:40:16,3P6,F,0,0,0,0
SE,18/03/2019,08:49:50,07D,F,0,0,0,0
SE,18/03/2019,09:00:10,3L1,F,0,0,0,0
SE,18/03/2019,09:10:12,,NA,0,0,0,0
SE,18/03/2019,09:19:57,32Z,F,0,0,0,0
SE,18/03/2019,09:30:13,3P6,F,0,0,0,0
SE,18/03/2019,09:40:29,4K7,R,0,0,0,0
SE,18/03/2019,09:50:06,8A7,F,1,0,0,0
SE,18/03/2019,10:00:17,5K8,SX,0,1,0,0
SE,18/03/2019,10:11:34,6R3,F,0,0,0,0
SE,18/03/2019,10:19:47,3I9,R,0,0,0,0
SE,18/03/2019,10:30:26,1S4,R,0,0,1,0
SE,18/03/2019,10:39:56,3P3,F,0,0,0,0
SE,18/03/2019,10:49:44,2K6,F,0,0,0,0
SE,18/03/2019,11:01:56,,NA,0,0,0,0
SE,18/03/2019,12:30:36,2D0,NA,0,0,0,1
SE,18/03/2019,12:40:07,3M2,R,0,0,0,0
SE,18/03/2019,12:50:10,,NA,0,0,0,0
SE,18/03/2019,13:00:09,7M8,R,1,0,0,0
SE,18/03/2019,13:09:38,7G1,R,1,0,0,No Value
SE,18/03/2019,13:19:53,7G1,R,0,1,0,0
SE,18/03/2019,13:29:54,04T,R,1,0,0,2
SE,18/03/2019,13:39:44,2N2,R,0,0,0,0
SE,18/03/2019,13:51:17,3M2,S,0,0,1,0
SE,18/03/2019,13:59:43,4EE2,S,0,1,0,0
SE,19/03/2019,07:39:51,0I9,S,0,1,0,0
SE,19/03/2019,07:50:27,7G1,R,0,0,0,0
SE,19/03/2019,08:00:22,6EE6,T,0,1,0,0
SE,19/03/2019,08:10:16,0P9,F,0,0,0,0
SE,19/03/2019,08:19:46,8O5,R,0,0,0,0
SE,19/03/2019,08:30:06,8O5,SX,0,0,1,0
SE,19/03/2019,08:42:32,3I9,T,0,0,0,0
SE,19/03/2019,08:50:02,8J3,F,0,0,0,0
SE,19/03/2019,08:59:44,8C3,F,1,0,0,1
SE,19/03/2019,09:15:24,6B8,NA,1,1,0,0
SE,19/03/2019,09:21:34,,NA,0,0,0,0
SE,19/03/2019,09:29:51,6K5,S,0,1,0,0
SE,19/03/2019,09:40:40,8A7,F,1,0,0,0
SE,19/03/2019,09:50:13,3L1,F,0,0,0,0
SE,19/03/2019,10:00:35,7G1,SX,0,1,0,0
SE,19/03/2019,10:12:39,7G1,SX,0,1,0,1
SE,19/03/2019,10:20:30,3I9,T,0,0,0,0
SE,19/03/2019,10:30:23,2N0,F,1,0,0,0
SE,19/03/2019,10:39:33,61R,R,1,1,0,0
SE,19/03/2019,10:51:22,8J3,S,1,0,0,0
SE,19/03/2019,11:04:47,,NA,0,0,0,0
SE,19/03/2019,12:20:12,0G8,R,0,0,0,0
SE,19/03/2019,12:32:36,,NA,0,0,0,0
SE,19/03/2019,12:40:23,6I9,R,0,0,0,0
SE,19/03/2019,12:53:02,6I9,R,0,0,0,0
SE,19/03/2019,13:00:24,04T,R,1,1,0,1
SE,19/03/2019,13:09:46,,NA,0,0,0,0
SE,19/03/2019,13:20:04,6EE6,R,0,1,0,0
SE,19/03/2019,13:30:22,,NA,0,0,0,0
SE,19/03/2019,13:39:58,8N5,R,0,0,0,0
SE,19/03/2019,13:50:36,3M2,R,1,1,0,0
SE,19/03/2019,13:59:55,3M2,R,0,0,0,0
JC,20/03/2019,07:40:38,4L9,S,0,1,0,0
JC,20/03/2019,07:50:00,5S8,S,0,1,0,0
JC,20/03/2019,07:50:03,5D1,T,0,0,0,0
JC,20/03/2019,08:00:19,1G9,R,0,0,0,0
JC,20/03/2019,08:10:00,5B2,CF,0,0,0,0
JC,20/03/2019,08:10:00,2N1,CF,0,0,0,2
JC,20/03/2019,08:20:00,5R1,CF,0,0,0,0
JC,20/03/2019,08:30:00,4P8,CF,0,0,0,0
JC,20/03/2019,08:30:00,97V,CF,0,0,0,0
JC,20/03/2019,08:30:00,4N3,CF,0,0,0,0
JC,20/03/2019,08:40:00,7H9,CF,0,1,0,1
JC,20/03/2019,08:40:00,25L,CF,0,0,0,0
JC,20/03/2019,08:50:00,7H9,F,0,0,0,0
JC,20/03/2019,09:00:06,2I0,T,0,0,0,0
JC,20/03/2019,09:10:00,6P3,R,0,0,0,0
JC,20/03/2019,09:20:00,5L1,R,0,0,0,0
JC,20/03/2019,09:30:00,5B2,R,0,0,0,0
JC,20/03/2019,09:40:00,5B2,R,0,0,0,0
JC,20/03/2019,09:50:00,5B2,R,0,0,0,0
JC,20/03/2019,10:00:14,5B2,R,0,0,0,0
JC,20/03/2019,10:10:00,7A2,S,0,1,0,0
JC,20/03/2019,10:20:12,7A2,S,0,1,0,0
JC,20/03/2019,10:30:00,5K5,R,0,0,0,1
JC,20/03/2019,10:40:00,3K4,R,0,0,0,0
JC,20/03/2019,10:50:00,4N3,R,0,0,0,0
JC,20/03/2019,11:00:00,7G9,R,0,0,0,0
JC,20/03/2019,12:20:00,97V,S,0,0,0,1
JC,20/03/2019,12:30:00,7Q8,S,0,1,0,0
JC,20/03/2019,12:40:00,3L7,R,0,0,0,0
JC,20/03/2019,12:50:08,30L,R,0,0,0,0
JC,20/03/2019,13:00:00,5D1,R,0,0,0,0
JC,20/03/2019,13:00:00,97V,R,0,0,0,0
JC,20/03/2019,13:10:00,30Z,R,1,0,0,0
JC,20/03/2019,13:20:00,2M3,R,0,0,0,0
JC,20/03/2019,13:30:00,5B2,R,0,0,0,0
JC,20/03/2019,13:40:00,6H9,S,0,0,0,1
JC,20/03/2019,13:50:00,6H9,S,0,0,0,1
JC,20/03/2019,14:00:00,9C8,R,0,0,0,0
SE,20/03/2019,07:41:58,4K7,R,0,0,0,0
SE,20/03/2019,07:50:32,8N5,R,0,0,0,0
SE,20/03/2019,08:01:03,3P6,R,2,0,0,0
SE,20/03/2019,08:10:06,3P6,T,No Value,0,0,0
SE,20/03/2019,08:25:18,07D,S,1,0,0,0
SE,20/03/2019,08:31:18,32Z,R,1,0,0,0
SE,20/03/2019,08:40:02,8N5,T,0,0,0,0
SE,20/03/2019,08:49:43,8R6,CF,0,0,0,0
SE,20/03/2019,09:00:04,3P3,R,0,0,0,0
SE,20/03/2019,09:13:55,1S4,F,0,0,1,0
SE,20/03/2019,09:20:21,6R3,F,0,0,0,0
SE,20/03/2019,09:30:01,8K1,F,0,0,0,0
SE,20/03/2019,09:41:22,3M2,S,0,0,1,0
SE,20/03/2019,09:50:20,6B8,S,0,1,0,0
SE,20/03/2019,10:00:21,6B8,SX,0,1,0,0
SE,20/03/2019,10:09:55,2N8,R,0,0,0,0
SE,20/03/2019,10:20:32,9F9,R,0,0,0,0
SE,20/03/2019,10:30:25,7K4,R,0,0,0,0
SE,20/03/2019,10:40:06,33T,T,0,2,0,1
SE,20/03/2019,10:49:45,2N0,R,0,0,0,0
SE,20/03/2019,10:59:59,8K1,F,0,0,0,0
SE,20/03/2019,12:29:35,,NA,0,0,0,0
SE,20/03/2019,12:39:26,5K8,R,0,0,0,0
SE,20/03/2019,12:49:46,5P4,R,1,0,0,0
SE,20/03/2019,12:59:45,6B8,T,0,0,0,0
SE,20/03/2019,13:09:57,,NA,0,0,0,0
SE,20/03/2019,13:19:47,32Z,R,0,1,0,1
SE,20/03/2019,13:30:06,0G8,S,1,0,0,0
SE,20/03/2019,13:39:59,8K9,T,0,0,0,0
SE,20/03/2019,13:54:20,,NA,0,0,0,0
SE,20/03/2019,13:59:46,19T,F,0,0,0,0
JC,21/03/2019,07:40:00,4L9,R,0,0,0,0
JC,21/03/2019,07:40:00,3L7,R,0,0,0,0
JC,21/03/2019,07:50:00,2Q9,R,0,0,0,0
JC,21/03/2019,08:00:20,76Z,R,0,0,0,0
JC,21/03/2019,08:10:00,7J0,T,0,0,0,0
JC,21/03/2019,08:20:00,2N1,CF,0,0,0,0
JC,21/03/2019,08:20:00,30Z,CF,1,0,0,0
JC,21/03/2019,08:30:00,4D3,CF,0,0,0,0
JC,21/03/2019,08:40:00,7D2,CF,0,0,0,0
JC,21/03/2019,08:50:00,7H9,CF,0,0,0,1
JC,21/03/2019,09:00:00,1M1,T,0,0,0,0
JC,21/03/2019,09:10:00,4L9,R,0,0,0,0
JC,21/03/2019,09:20:00,30L,R,0,0,0,0
JC,21/03/2019,09:30:00,76Z,R,0,0,0,0
JC,21/03/2019,09:40:01,3L7,T,0,0,0,0
JC,21/03/2019,09:50:00,1T4,S,0,0,1,0
JC,21/03/2019,10:00:00,5P8,S,0,1,0,0
JC,21/03/2019,10:10:00,7H9,R,0,0,0,1
JC,21/03/2019,10:20:47,97V,R,0,0,0,0
JC,21/03/2019,10:30:00,3I3,R,0,1,0,2
JC,21/03/2019,10:40:00,5EE1,F,0,0,0,0
SE,21/03/2019,07:50:46,3P6,T,1,0,0,0
SE,21/03/2019,08:00:44,0G8,CF,0,0,0,0
SE,21/03/2019,08:10:06,3L1,CF,0,0,0,0
SE,21/03/2019,08:19:53,0M1,CF,1,2,0,0
SE,21/03/2019,08:30:22,2J6,T,0,0,0,0
SE,21/03/2019,08:40:41,6K5,CF,0,0,0,0
SE,21/03/2019,08:51:31,7M8,F,0,0,0,0
SE,21/03/2019,08:59:54,8K9,F,0,0,0,0
SE,21/03/2019,09:09:44,2N8,R,0,0,0,0
SE,21/03/2019,09:21:08,1B1,F,1,1,0,1
SE,21/03/2019,09:29:33,1B1,NA,0,1,0,1
SE,21/03/2019,09:39:44,07D,R,0,0,0,0
SE,21/03/2019,09:49:47,1EE5,T,0,1,0,0
SE,21/03/2019,10:00:52,,NA,0,0,0,0
SE,21/03/2019,10:09:59,93R,T,0,0,0,0
SE,21/03/2019,10:20:05,3I9,R,0,0,0,0
SE,21/03/2019,10:29:36,0M1,T,0,1,0,0
SE,21/03/2019,10:41:25,5J7,R,0,0,0,0
SE,21/03/2019,10:49:56,33T,R,0,1,0,1
SE,21/03/2019,10:59:42,,NA,0,0,0,0
SE,21/03/2019,12:30:09,5J7,R,0,0,0,0
SE,21/03/2019,12:42:07,8O5,R,1,0,1,0
SE,21/03/2019,12:54:16,8O5,S,1,0,1,0
SE,21/03/2019,13:01:00,8O5,S,1,0,1,0
SE,21/03/2019,13:12:37,2D0,R,0,1,0,0
SE,21/03/2019,13:22:01,7M8,R,0,0,0,0
SE,21/03/2019,13:30:07,36V,R,0,0,0,0
SE,21/03/2019,13:52:41,7K4,F,1,0,1,0
SE,21/03/2019,14:00:33,6EE6,R,0,0,0,0
JC,22/03/2019,07:40:18,6Q1,R,0,0,0,0
JC,22/03/2019,07:50:00,96Z,R,0,0,0,0
JC,22/03/2019,08:00:00,7D2,R,0,0,0,0
JC,22/03/2019,08:10:51,25L,R,0,0,0,0
JC,22/03/2019,08:20:00,88T,CF,0,0,2,2
JC,22/03/2019,08:30:44,9N9,CF,0,0,0,0
JC,22/03/2019,08:40:00,5D1,F,0,1,0,0
JC,22/03/2019,08:50:00,97V,CF,0,0,0,0
JC,22/03/2019,09:00:43,7A2,F,0,0,0,0
JC,22/03/2019,09:10:00,,NA,0,0,0,0
JC,22/03/2019,09:20:20,2Q9,F,0,0,0,0
JC,22/03/2019,09:30:00,5P8,R,0,0,0,0
JC,22/03/2019,09:40:00,30Z,R,0,0,0,0
JC,22/03/2019,09:50:00,2M3,R,0,0,0,0
JC,22/03/2019,10:00:22,2Q9,S,0,1,0,0
JC,22/03/2019,10:10:05,96Z,T,0,0,0,0
JC,22/03/2019,10:20:00,7H9,S,0,1,0,0
JC,22/03/2019,10:30:14,3K4,R,0,0,0,0
JC,22/03/2019,10:40:24,3L7,R,0,0,0,0
JC,22/03/2019,10:50:00,76Z,CF,0,0,0,0
JC,22/03/2019,11:00:00,76Z,CF,0,0,0,0
SE,22/03/2019,07:40:32,8N5,R,0,0,0,0
SE,22/03/2019,07:50:12,1F2,R,1,0,0,0
SE,22/03/2019,07:59:58,3M2,R,0,0,0,0
SE,22/03/2019,08:10:01,6I9,R,0,0,0,0
SE,22/03/2019,08:20:06,5B0,T,0,0,0,0
SE,22/03/2019,08:30:05,9M5,R,0,0,0,0
SE,22/03/2019,08:40:21,8N5,T,0,0,0,0
SE,22/03/2019,08:50:58,7M8,F,0,0,0,0
SE,22/03/2019,09:00:29,33T,CF,0,1,0,1
SE,22/03/2019,09:09:58,2N8,CF,1,5,1,3
SE,22/03/2019,09:21:08,7P0,CF,1,0,0,0
SE,22/03/2019,09:30:24,3M2,R,0,0,0,0
SE,22/03/2019,09:40:08,,NA,0,0,0,0
SE,22/03/2019,09:50:05,9R6,R,0,0,0,0
SE,22/03/2019,10:01:54,7K4,F,0,0,0,0
SE,22/03/2019,10:10:05,6B8,S,0,1,0,0
SE,22/03/2019,10:20:34,19T,NA,0,0,0,0
SE,22/03/2019,10:29:52,6B8,SX,0,1,0,0
SE,22/03/2019,10:39:43,0G8,R,1,0,0,0
SE,22/03/2019,10:50:03,4G8,R,0,1,0,0
SE,22/03/2019,11:00:01,2N2,F,0,0,0,0
JC,25/03/2019,07:40:42,5P8,T,0,0,0,0
JC,25/03/2019,07:50:00,1M1,T,0,0,0,0
JC,25/03/2019,08:10:00,5R1,R,0,0,0,0
JC,25/03/2019,08:20:30,2J6,T,0,0,0,0
JC,25/03/2019,08:30:00,73S,CF,0,0,0,1
JC,25/03/2019,08:40:00,3I3,CF,0,1,0,0
JC,25/03/2019,08:50:00,3M9,CF,0,0,0,1
JC,25/03/2019,09:00:00,2N1,CF,0,0,0,0
JC,25/03/2019,09:10:00,1M1,CF,0,0,0,0
JC,25/03/2019,09:10:00,3L7,CF,0,0,0,0
JC,25/03/2019,09:20:04,5EE1,R,0,0,0,0
JC,25/03/2019,09:30:00,9C8,R,0,0,0,0
JC,25/03/2019,09:40:00,3I3,R,0,0,0,1
JC,25/03/2019,09:50:02,6H9,R,0,0,0,0
JC,25/03/2019,10:00:00,9N9,R,0,0,0,1
JC,25/03/2019,10:10:00,4U2,F,0,1,0,3
JC,25/03/2019,10:20:00,7G9,R,0,0,0,0
JC,25/03/2019,10:30:00,7G9,R,0,0,0,0
JC,25/03/2019,10:40:00,1T4,R,0,0,0,0
JC,25/03/2019,10:50:00,6Q1,R,0,0,0,0
JC,25/03/2019,10:50:00,9O9,R,0,0,0,1
JC,25/03/2019,12:33:23,4L9,R,0,1,0,1
JC,25/03/2019,12:40:00,5P8,R,0,1,0,0
JC,25/03/2019,12:50:00,5K5,R,0,0,0,0
JC,25/03/2019,13:00:01,2N1,S,0,1,0,0
JC,25/03/2019,13:10:06,8D6,S,0,1,0,2
JC,25/03/2019,13:20:00,,NA,0,0,0,0
JC,25/03/2019,13:30:00,5P8,R,0,0,0,0
JC,25/03/2019,13:40:00,7A2,S,0,0,0,1
JC,25/03/2019,13:50:00,76Z,R,0,0,0,0
JC,25/03/2019,14:00:00,3I3,R,0,0,0,0
SE,25/03/2019,07:40:30,19T,R,0,0,0,0
SE,25/03/2019,07:50:25,04T,T,0,1,0,0
SE,25/03/2019,08:03:02,,NA,0,0,0,0
SE,25/03/2019,08:10:12,4EE2,R,0,0,0,2
SE,25/03/2019,08:20:06,2N0,R,0,0,0,0
SE,25/03/2019,08:32:53,3M8,R,0,0,0,0
SE,25/03/2019,08:40:42,81O,CF,0,3,0,2
SE,25/03/2019,08:40:44,7G1,CF,0,3,0,0
SE,25/03/2019,08:50:47,77I,CF,0,3,0,3
SE,25/03/2019,09:01:34,3P6,F,0,0,0,0
SE,25/03/2019,09:11:50,6K5,CF,0,0,0,0
SE,25/03/2019,09:19:59,0J4,CF,0,0,0,0
SE,25/03/2019,09:30:51,8R6,F,0,0,0,0
SE,25/03/2019,09:40:16,0P9,T,0,0,0,0
SE,25/03/2019,09:50:06,0P9,R,0,0,0,0
SE,25/03/2019,10:00:32,30L,R,0,0,0,0
SE,25/03/2019,10:11:07,30L,R,0,0,0,0
SE,25/03/2019,10:20:26,8O5,F,0,0,1,0
SE,25/03/2019,10:31:14,32Z,T,0,0,1,0
SE,25/03/2019,10:40:51,9K9,F,0,0,0,0
SE,25/03/2019,10:51:56,1S4,R,0,0,1,0
SE,25/03/2019,11:00:03,2N0,R,0,0,0,0
SE,25/03/2019,12:29:55,0P9,F,0,0,0,0
SE,25/03/2019,12:40:45,5K8,R,0,1,0,0
SE,25/03/2019,12:50:09,6R3,R,0,0,0,0
SE,25/03/2019,13:02:03,,NA,0,0,0,0
SE,25/03/2019,13:10:18,32Z,F,0,0,0,0
SE,25/03/2019,13:20:01,,NA,0,0,0,0
SE,25/03/2019,13:41:52,0C7,R,0,1,0,1
SE,25/03/2019,13:50:02,8R6,R,0,3,0,0
SE,25/03/2019,14:00:02,12O,S,0,1,0,0
SE,25/03/2019,14:00:13,6EE6,R,0,0,0,0
JC,26/03/2019,07:30:00,9C8,R,0,0,0,0
JC,26/03/2019,07:40:00,8S6,T,0,0,0,0
JC,26/03/2019,07:50:00,4I8,CF,0,0,0,1
JC,26/03/2019,07:50:00,3M9,CF,0,1,1,0
JC,26/03/2019,08:00:00,6H9,CF,1,0,0,0
JC,26/03/2019,08:10:00,9N9,CF,0,0,0,0
JC,26/03/2019,08:20:00,25L,CF,0,0,0,0
JC,26/03/2019,08:30:00,3K4,CF,0,0,0,0
JC,26/03/2019,08:40:00,4L9,R,0,0,0,0
JC,26/03/2019,08:50:00,6H9,CF,0,0,0,0
JC,26/03/2019,08:50:00,97V,CF,0,0,0,0
JC,26/03/2019,09:00:00,7Q8,CF,0,0,0,0
JC,26/03/2019,09:00:00,3M9,CF,0,0,0,0
JC,26/03/2019,09:10:15,7U9,R,0,0,0,0
JC,26/03/2019,09:20:25,2J6,CF,0,0,0,0
JC,26/03/2019,09:30:00,8S6,S,0,0,1,0
JC,26/03/2019,09:40:03,8S6,S,0,0,1,0
JC,26/03/2019,09:50:00,2J6,R,0,0,0,0
JC,26/03/2019,09:58:49,9T0,T,0,0,0,0
JC,26/03/2019,10:10:00,1M1,R,0,0,0,0
JC,26/03/2019,10:20:00,30Z,R,0,0,0,0
JC,26/03/2019,10:30:00,4D3,T,0,0,0,0
JC,26/03/2019,10:40:00,7A2,R,0,0,0,0
JC,26/03/2019,10:50:00,7G9,R,0,0,0,0
JC,26/03/2019,11:00:02,4N3,R,0,0,0,0
JC,26/03/2019,12:20:04,5B2,CF,0,0,0,0
JC,26/03/2019,12:30:00,1M1,S,0,1,0,0
JC,26/03/2019,12:40:37,1T4,R,0,0,0,0
JC,26/03/2019,12:50:00,5R1,R,0,0,0,0
JC,26/03/2019,13:00:00,97V,T,0,0,0,0
JC,26/03/2019,13:10:00,4L9,R,0,0,0,0
JC,26/03/2019,13:20:00,3I3,CF,0,0,0,0
JC,26/03/2019,13:30:00,9O9,R,0,0,0,0
JC,26/03/2019,13:40:00,3I3,F,0,1,0,1
JC,26/03/2019,13:50:00,3M9,S,0,0,0,2
JC,26/03/2019,14:00:00,2Q9,R,0,0,0,0
SE,26/03/2019,07:21:56,2N8,R,0,0,0,0
SE,26/03/2019,07:30:05,93R,S,0,1,0,0
SE,26/03/2019,07:42:15,8J3,R,0,1,0,0
SE,26/03/2019,07:50:19,04T,R,1,0,0,0
SE,26/03/2019,08:00:02,19T,T,0,0,0,0
SE,26/03/2019,08:10:11,8K9,R,0,0,0,0
SE,26/03/2019,08:22:10,32Z,CF,0,2,0,0
SE,26/03/2019,08:30:01,36V,CF,0,0,0,0
SE,26/03/2019,08:40:35,2D0,CF,0,0,0,0
SE,26/03/2019,08:50:08,8J3,T,0,0,0,0
SE,26/03/2019,09:00:03,19T,R,0,0,0,1
SE,26/03/2019,09:10:14,33T,CF,0,3,0,3
SE,26/03/2019,09:20:05,8A7,F,0,0,0,0
SE,26/03/2019,09:30:14,,NA,0,0,0,0
SE,26/03/2019,09:40:08,8M1,F,0,0,1,0
SE,26/03/2019,09:49:57,2D0,T,0,0,0,0
SE,26/03/2019,10:00:28,0M1,S,0,1,0,1
SE,26/03/2019,10:11:37,6B8,R,0,0,0,0
SE,26/03/2019,10:20:03,61R,F,0,1,0,0
SE,26/03/2019,10:30:04,36V,F,0,0,0,0
SE,26/03/2019,10:40:03,3L1,R,0,0,0,0
SE,26/03/2019,10:50:05,3P3,R,0,0,0,0
SE,26/03/2019,11:00:05,3P6,F,0,0,0,0
SE,26/03/2019,12:23:04,2N8,R,0,0,0,0
SE,26/03/2019,12:30:08,0C7,R,0,1,0,0
SE,26/03/2019,12:40:01,0P9,R,0,0,0,0
SE,26/03/2019,12:50:13,19T,NA,0,2,0,2
SE,26/03/2019,13:00:04,3I9,R,0,0,0,0
SE,26/03/2019,13:10:05,12O,R,0,0,0,0
SE,26/03/2019,13:20:14,1B1,R,0,0,0,0
SE,26/03/2019,13:30:04,0C7,F,0,0,0,0
SE,26/03/2019,13:40:11,,NA,0,0,0,0
SE,26/03/2019,13:53:18,9K9,R,0,0,0,0
SE,26/03/2019,14:00:12,9K9,R,0,0,0,0
JC,27/03/2019,07:20:00,7J0,T,0,0,0,0
JC,27/03/2019,07:30:01,4S4,R,0,0,0,0
JC,27/03/2019,07:40:00,4T0,T,0,0,0,0
JC,27/03/2019,07:50:00,,NA,0,0,0,0
JC,27/03/2019,08:00:39,76Z,CF,0,0,0,0
JC,27/03/2019,08:10:00,5EE1,CF,0,0,0,0
JC,27/03/2019,08:20:04,7G9,CF,0,0,0,0
JC,27/03/2019,08:30:04,5EE1,T,0,0,0,0
JC,27/03/2019,08:40:00,5K5,CF,0,0,0,0
JC,27/03/2019,08:50:00,5K5,T,0,0,0,0
JC,27/03/2019,09:00:00,6P3,R,0,0,0,0
JC,27/03/2019,09:10:25,4N3,S,0,0,0,1
JC,27/03/2019,09:20:20,9C8,F,0,0,0,0
JC,27/03/2019,09:30:00,2W8,R,0,0,0,0
JC,27/03/2019,09:40:00,2W8,R,0,0,0,0
JC,27/03/2019,09:50:00,2W8,R,0,0,0,0
JC,27/03/2019,10:00:00,5S8,R,0,0,0,0
JC,27/03/2019,10:10:00,76Z,R,0,0,0,0
JC,27/03/2019,10:20:09,5G2,S,0,1,0,0
JC,27/03/2019,10:30:00,6P3,S,1,0,0,0
JC,27/03/2019,10:40:00,3M9,R,0,0,0,0
JC,27/03/2019,10:50:00,4I8,T,0,0,0,0
JC,27/03/2019,12:30:11,2M3,R,0,0,0,0
JC,27/03/2019,12:40:22,2N1,R,0,2,0,2
JC,27/03/2019,12:50:06,96Z,T,0,0,0,0
JC,27/03/2019,13:00:00,5D1,R,0,0,0,0
JC,27/03/2019,13:10:00,4U2,R,0,0,0,0
JC,27/03/2019,13:20:48,,NA,0,0,0,0
JC,27/03/2019,13:30:00,9C8,F,0,0,0,0
JC,27/03/2019,13:40:00,5EE1,S,1,0,0,0
JC,27/03/2019,13:50:00,30L,T,0,0,0,0
SE,27/03/2019,07:22:14,3M2,R,0,0,0,0
SE,27/03/2019,07:30:01,1B1,R,0,1,0,0
SE,27/03/2019,07:40:26,,NA,0,0,0,0
SE,27/03/2019,07:50:08,1F2,R,0,0,0,0
SE,27/03/2019,08:00:46,5B0,S,0,1,0,0
SE,27/03/2019,08:11:05,7K4,R,0,0,0,0
SE,27/03/2019,08:21:02,7K4,CF,0,0,0,0
SE,27/03/2019,08:30:32,0P9,CF,0,0,0,0
SE,27/03/2019,08:31:14,2K6,CF,0,0,0,0
SE,27/03/2019,08:40:40,0J4,CF,0,0,0,0
SE,27/03/2019,08:50:00,1EE5,CF,0,0,0,0
SE,27/03/2019,08:50:11,8K1,CF,0,0,0,0
SE,27/03/2019,09:00:40,8C3,F,0,0,0,0
SE,27/03/2019,09:09:59,2D0,T,0,0,0,0
SE,27/03/2019,09:20:03,1B1,F,0,1,0,0
SE,27/03/2019,09:30:04,4EE2,T,0,0,0,0
SE,27/03/2019,09:39:58,,NA,0,0,0,0
SE,27/03/2019,09:50:40,33T,R,0,0,0,0
SE,27/03/2019,10:00:03,3I9,R,0,0,0,0
SE,27/03/2019,10:10:04,4R8,F,0,0,0,0
SE,27/03/2019,10:21:03,0C7,T,0,0,0,0
SE,27/03/2019,10:30:09,0C7,R,0,0,0,0
SE,27/03/2019,10:40:02,04T,S,1,0,0,0
SE,27/03/2019,10:50:16,0I9,R,0,0,0,0
SE,27/03/2019,10:59:39,0H8,R,0,1,0,1
SE,27/03/2019,12:30:24,,NA,0,0,0,0
SE,27/03/2019,12:40:02,1EE5,S,0,0,0,0
SE,27/03/2019,12:50:31,1EE5,S,1,0,0,0
SE,27/03/2019,12:59:40,2D0,R,0,0,0,0
SE,27/03/2019,13:09:51,8K1,R,0,0,0,0
SE,27/03/2019,13:20:01,19T,NA,0,0,0,0
SE,27/03/2019,13:30:15,7K4,R,0,0,0,0
SE,27/03/2019,13:40:02,2K6,F,0,0,0,0
