AnimalID,DOB,Season,Age,Sex,Group,BehaviorMoM,Evento,ngroup,TransFer,Death,EventDate,Status,Asterisk
FB,03/11/1964,<=2013,54.92,f,F,65,,F,,13-Aug-95,,Dead,
FC,03/09/1964,<=2013,54.92,f,F,K,,F,,08-Jul-85,,Dead,
FD,2/20/1964,<=2013,55,m,F,EK,L,L,,14-Sep-75,10/01/1973,Dead,
FE,02/01/1964,<=2013,55,f,H,AH,,H,6/25/1966,,,Remove,
FF,04/07/1964,<=2013,54.83,f,A,HS,,A,11/05/1971,,,Remove,
FG,2/21/1964,<=2013,55,m,C,AS,A,A,12/02/1968,,1/29/1968,Remove,
FH,4/24/1964,<=2013,54.83,f,I,CS,,I,,15-Aug-83,,Dead,
FI,02/08/1964,<=2013,55,m,I,116,L,L,,01-May-72,12/13/1971,Dead,
FJ,2/28/1964,<=2013,55,m,A,81,nL,nL,,17-Oct-73,11/10/1969,Dead,
FK,1/31/1964,<=2013,55.08,m,H,R004,,H,6/25/1966,,,Remove,
FL,2/18/1964,<=2013,55,m,A,RB,,A,,17-Aug-67,,Dead,
FM,2/16/1964,<=2013,55,f,A,41,,A,,05-Feb-69,,Dead,
FN,03/03/1964,<=2013,54.92,f,H,HT,,H,,20-Mar-69,,Dead,
FO,02/05/1964,<=2013,55,m,C,KK,,C,03/11/1969,,,Remove,
FP,4/26/1964,<=2013,54.83,m,F,DL,E,E,9/27/1971,,8/20/1969,Remove,
FQ,3/16/1964,<=2013,54.92,f,C,38,,C,4/16/1969,,,Remove,
FR,3/17/1964,<=2013,54.92,f,A,EU,,A,,27-Jan-65,,Dead,
FS,03/02/1964,<=2013,54.92,m,C,KR,I,I,,17-Aug-81,08/01/1981,Dead,
FT,02/06/1964,<=2013,55,m,A,DT,C,C,1/13/1969,,12/01/1968,Remove,
FU,03/04/1964,<=2013,54.92,m,C,BJ,,C,12/09/1968,,,Remove,
FV,03/11/1964,<=2013,54.92,f,C,3,,C,,26-Jan-68,,Dead,
FW,02/06/1964,<=2013,55,m,C,EW,,C,12/16/1968,,,Remove,
FX,03/03/1964,<=2013,54.92,m,F,W,A,A,,31-Aug-69,08/12/1969,Dead,
FY,2/27/1964,<=2013,55,f,C,LN,,C,12/11/1967,,,Remove,
FZ,5/20/1964,<=2013,54.75,m,H,49,,H,6/25/1966,,,Remove,
G00,3/18/1983,<=2013,35.92,m,F,476,nP,nP,1/15/1985,,12/01/1983,Remove,
G01,02/08/1983,<=2013,36,f,I,909,,I,1/30/1990,,,Remove,
G02,2/22/1983,<=2013,36,f,I,FH,nT,nT,,02-Feb-88,04/01/1987,Dead,
G03,02/03/1983,<=2013,36,m,I,528,L,L,3/26/1992,,9/15/1989,Remove,
G04,2/21/1983,<=2013,36,f,I,798,nQ,nQ,2/21/1994,,03/01/1985,Remove,
G05,2/17/1983,<=2013,36,m,I,808,Q,Q,,06-Apr-89,9/18/1987,Dead,
G06,2/27/1983,<=2013,36,m,I,587,nT,nT,02/03/1992,,04/02/1987,Remove,
G07,1/21/1983,<=2013,36.08,m,II,233,R,R,,20-Jan-04,05/08/2003,Dead,
G08,01/08/1983,<=2013,36.08,m,I,950,,I,,14-Dec-87,,Dead,
G09,01/04/1983,<=2013,36.08,m,I,952,HH,HH,,11-Jul-01,12/01/2000,Dead,
G1,2/23/1965,<=2013,54,f,C,R005,,C,03/03/1969,,,Remove,
G10,2/17/1983,<=2013,36,f,I,A47,,I,02/06/1990,,,Remove,
G11,2/15/1983,<=2013,36,f,I,869,nGG,nGG,,02-Feb-98,05/01/1997,Dead,
G12,5/18/1983,<=2013,35.75,f,I,498,,I,1/31/1990,,,Remove,
G13,2/25/1983,<=2013,36,m,I,A26,X,X,,29-Sep-99,06/08/1999,Dead,
G14,2/14/1983,<=2013,36,f,I,633,nT,nT,02/03/1992,,04/01/1987,Remove,
G15,2/27/1983,<=2013,36,m,O,508,,O,05/01/1984,,,Remove,
G16,1/18/1983,<=2013,36.08,m,I,829,,I,,09-Feb-84,,Dead,
G17,1/14/1983,<=2013,36.08,f,I,501,nBB,BB,,23-Nov-99,01/01/1996,Dead,
G18,3/29/1983,<=2013,35.92,m,I,B59,F,F,,18-Oct-91,8/31/1988,Dead,
G19,03/11/1983,<=2013,35.92,f,I,741,nQ,nQ,03/01/1994,,03/01/1985,Remove,
G2,2/19/1965,<=2013,54,f,A,R,,A,,24-May-71,,Dead,
G20,02/05/1983,<=2013,36,m,I,953,nY,nY,1/13/1995,,11/01/1992,Remove,
G21,2/23/1983,<=2013,36,m,II,470,R,R,,26-Jan-06,11/07/1995,Dead,
G22,2/15/1983,<=2013,36,m,I,454,L,L,3/19/1992,,07/05/1990,Remove,
G23,02/05/1983,<=2013,36,m,II,777,X,X,,01-Oct-07,07/10/2007,Dead,*
G24,02/10/1983,<=2013,36,f,I,941,nT,nT,,20-Feb-90,04/01/1987,Dead,
G25,03/12/1983,<=2013,35.92,f,I,526,nQ,nQ,02/08/1994,,03/01/1985,Remove,
G26,2/22/1983,<=2013,36,m,I,898,L,L,03/03/1992,,09/12/1990,Remove,
G27,12/25/1982,<=2013,36.17,m,I,604,X,X,,29-Oct-92,09/11/1992,Dead,
G28,12/27/1982,<=2013,36.17,f,F,854,nP,nP,1/15/1985,,12/01/1983,Remove,
G29,2/18/1983,<=2013,36,f,I,747,nQ,nQ,,28-Nov-88,03/01/1985,Dead,
G3,3/17/1965,<=2013,53.92,f,A,LH,,A,,18-Mar-69,,Dead,
G30,3/18/1983,<=2013,35.92,f,I,913,I,I,1/30/1990,,03/06/1986,Remove,
G31,03/07/1983,<=2013,35.92,f,I,745,nQ,nQ,03/01/1994,,03/01/1985,Remove,
G32,02/03/1983,<=2013,36,f,L,258,,L,03/10/1992,,,Remove,
G33,1/30/1983,<=2013,36.08,m,L,A55,Y,Y,1/13/1995,,03/07/1994,Remove,
G34,3/18/1983,<=2013,35.92,m,L,480,I,I,02/06/1990,,12/14/1989,Remove,
G35,4/23/1983,<=2013,35.83,f,L,A57,,L,2/26/1992,,,Remove,
G36,2/18/1983,<=2013,36,m,L,432,Q,Q,,05-Apr-89,09/04/1986,Dead,
G37,03/10/1983,<=2013,35.92,m,L,A67,nEE,nEE,,05-Sep-97,06/01/1997,Dead,
G38,02/10/1983,<=2013,36,f,L,606,,L,2/24/1992,,,Remove,
G39,02/10/1983,<=2013,36,f,L,713,,L,2/24/1992,,,Remove,
G4,03/09/1965,<=2013,53.92,f,A,DZ,nL,nL,,16-Sep-77,11/10/1969,Dead,
G40,02/01/1983,<=2013,36,f,L,670,,L,2/26/1992,,,Remove,
G41,04/11/1983,<=2013,35.83,m,I,A27,L,L,03/02/1992,,09/04/1991,Remove,
G42,1/19/1983,<=2013,36.08,f,F,692,nAA,nAA,02/09/1995,,11/01/1992,Remove,
G43,02/05/1983,<=2013,36,f,F,838,HH,HH,,05-Feb-07,12/01/2000,Dead,
G44,03/09/1983,<=2013,35.92,m,I,585,L,L,,14-Mar-88,08/04/1987,Dead,
G45,2/23/1983,<=2013,36,m,J,Z1,,J,3/19/1984,,,Remove,
G46,2/14/1983,<=2013,36,m,I,633,L,L,,26-Feb-88,08/04/1987,Dead,
G47,4/23/1983,<=2013,35.83,f,I,A31,,I,02/05/1990,,,Remove,
G48,3/15/1983,<=2013,35.92,f,O,729,,O,05/01/1984,,,Remove,
G49,1/24/1983,<=2013,36.08,f,J,813,,J,03/05/1984,,,Remove,
G5,03/10/1965,<=2013,53.92,m,A,S,C,C,02/10/1969,,01/07/1969,Remove,
G50,03/12/1983,<=2013,35.92,f,J,763,,J,3/19/1984,,,Remove,
G51,1/18/1983,<=2013,36.08,f,I,WE,,I,02/06/1990,,,Remove,
G52,2/18/1983,<=2013,36,m,J,A54,,J,03/05/1984,,,Remove,
G53,2/19/1983,<=2013,36,m,J,486,,J,03/05/1984,,,Remove,
G54,02/09/1983,<=2013,36,f,J,A00,,J,3/19/1984,,,Remove,
G55,04/08/1983,<=2013,35.83,m,J,A14,,J,3/19/1984,,,Remove,
G56,2/25/1983,<=2013,36,f,J,A07,,J,3/19/1984,,,Remove,
G57,04/06/1983,<=2013,35.83,m,J,A16,,J,3/19/1984,,,Remove,
G58,2/26/1983,<=2013,36,m,J,A02,,J,03/07/1984,,,Remove,
G59,01/02/1983,<=2013,36.08,m,L,958,I,I,2/21/1990,,2/13/1987,Remove,
G6,3/19/1965,<=2013,53.92,m,A,HP,,A,,01-Nov-67,,Dead,
G60,4/18/1983,<=2013,35.83,m,L,483,F,F,,07-Apr-89,2/15/1989,Dead,
G61,2/22/1983,<=2013,36,f,L,A58,,L,3/19/1992,,,Remove,
G62,2/24/1983,<=2013,36,m,L,845,BB,BB,2/26/2004,,10/07/1996,Remove,
G63,01/09/1983,<=2013,36.08,f,L,842,,L,,17-Feb-84,,Dead,
G64,12/25/1982,<=2013,36.17,m,L,844,Q,Q,,14-May-89,10/07/1988,Dead,
G65,3/23/1983,<=2013,35.92,f,L,668,,L,03/02/1992,,,Remove,
G66,2/23/1983,<=2013,36,m,F,725,L,L,2/26/1992,,12/31/1991,Remove,
G67,1/29/1983,<=2013,36.08,f,F,287,,F,,26-Jun-84,,Dead,
G68,1/31/1983,<=2013,36.08,f,II,262,nR,R,,28-Mar-03,08/01/1985,Dead,
G69,1/13/1983,<=2013,36.08,f,O,9V,,O,05/01/1984,,,Remove,
G7,4/16/1965,<=2013,53.83,m,F,DL,E,E,8/26/1971,,8/18/1969,Remove,
G70,4/26/1983,<=2013,35.83,f,O,A38,,O,05/01/1984,,,Remove,
G71,02/07/1983,<=2013,36,f,O,701,,O,05/01/1984,,,Remove,
G72,1/29/1983,<=2013,36.08,m,O,855,,O,05/01/1984,,,Remove,
G73,2/21/1983,<=2013,36,f,I,530,,I,02/05/1990,,,Remove,
G74,03/07/1983,<=2013,35.92,f,I,234,,I,,09-Sep-85,,Dead,
G75,2/25/1983,<=2013,36,m,J,417,,J,2/22/1984,,,Remove,
G76,04/04/1983,<=2013,35.83,m,J,757,,J,,28-Feb-84,,Dead,
G77,3/29/1983,<=2013,35.92,m,J,936,,J,2/27/1984,,,Remove,
G78,03/08/1983,<=2013,35.92,m,J,809,,J,3/19/1984,,,Remove,
G79,03/07/1983,<=2013,35.92,m,J,644,,J,03/05/1984,,,Remove,
G8,3/29/1965,<=2013,53.92,f,F,AC,O,O,,24-Feb-82,09/01/1977,Dead,
G80,01/01/1983,<=2013,36.08,f,I,678,nDD,nDD,03/12/2002,,05/01/1997,Remove,
G81,2/22/1983,<=2013,36,f,L,405,,L,3/26/1992,,,Remove,
G82,4/22/1983,<=2013,35.83,f,L,660,,L,03/12/1992,,,Remove,
G83,02/09/1983,<=2013,36,m,L,404,L,L,03/12/1992,,3/13/1989,Remove,
G84,4/27/1983,<=2013,35.83,f,J,XJ,,J,3/19/1984,,,Remove,
G85,4/26/1983,<=2013,35.83,f,J,885,,J,3/19/1984,,,Remove,
G86,2/15/1983,<=2013,36,f,J,827,,J,03/07/1984,,,Remove,
G87,4/16/1983,<=2013,35.83,f,J,565,,J,2/29/1984,,,Remove,
G88,4/29/1983,<=2013,35.83,m,J,810,,J,03/07/1984,,,Remove,
G89,03/11/1983,<=2013,35.92,f,J,562,,J,03/07/1984,,,Remove,
G9,2/16/1965,<=2013,54,m,C,S002,,C,02/04/1969,,,Remove,
G90,02/04/1983,<=2013,36,m,J,820,,J,03/12/1984,,,Remove,
G91,2/16/1983,<=2013,36,m,J,416,,J,2/22/1984,,,Remove,
G92,04/04/1983,<=2013,35.83,f,J,682,,J,2/27/1984,,,Remove,
G93,02/04/1983,<=2013,36,f,J,756,,J,3/21/1984,,,Remove,
G94,4/25/1983,<=2013,35.83,f,J,A22,,J,2/27/1984,,,Remove,
G95,02/07/1983,<=2013,36,f,J,485,,J,2/27/1984,,,Remove,
G96,2/25/1983,<=2013,36,f,J,624,,J,3/19/1984,,,Remove,
G97,03/05/1983,<=2013,35.92,f,J,9K,,J,2/27/1984,,,Remove,
G98,2/15/1983,<=2013,36,f,J,WF,,J,2/29/1984,,,Remove,
G99,02/01/1983,<=2013,36,f,J,A23,,J,2/22/1984,,,Remove,
GA,04/01/1964,<=2013,54.83,m,A,DZ,C,C,1/13/1969,,11/01/1968,Remove,
GB,2/21/1964,<=2013,55,f,C,CD,,C,12/11/1967,,,Remove,
GC,02/07/1963,<=2013,56,f,A,R013,,A,,11-Apr-67,,Dead,
GD,02/03/1964,<=2013,55,m,A,R,C,C,12/02/1968,,09/03/1968,Remove,
GE,04/01/1964,<=2013,54.83,f,C,ND,,C,12/02/1968,,,Remove,
GF,5/14/1964,<=2013,54.75,m,E,128,,E,,03-Jun-69,,Dead,
GG,02/08/1964,<=2013,55,f,C,HD,,C,12/02/1968,,,Remove,
GH,2/18/1964,<=2013,55,f,C,94,,C,1/13/1969,,,Remove,
GI,2/20/1964,<=2013,55,f,A,119,,A,11/05/1971,,,Remove,
GJ,3/20/1964,<=2013,54.92,m,A,DR,F,F,,19-Oct-72,10/16/1972,Dead,
GK,02/08/1964,<=2013,55,f,A,BN,,A,,14-Feb-72,,Dead,
GL,03/09/1964,<=2013,54.92,f,C,88,,C,12/16/1968,,,Remove,
GN,03/02/1964,<=2013,54.92,m,C,AW,L,L,,05-Feb-72,10/21/1971,Dead,
GO,03/02/1964,<=2013,54.92,m,A,Z,X,X,,17-Aug-70,8/16/1970,Dead,
GP,05/04/1964,<=2013,54.75,f,A,LI,,A,,02-Jan-68,,Dead,
GQ,3/17/1964,<=2013,54.92,m,C,AE,X,X,9/29/1971,,08/06/1971,Remove,
GR,03/07/1964,<=2013,54.92,f,C,IJ,,C,1/14/1969,,,Remove,
GS,03/11/1964,<=2013,54.92,f,A,R010,,A,11/05/1971,,,Remove,
GT,02/04/1964,<=2013,55,f,A,109,,A,11/15/1965,,,Remove,
GU,4/24/1964,<=2013,54.83,f,C,74,,C,03/11/1969,,,Remove,
GV,05/02/1964,<=2013,54.75,f,C,105,,C,02/05/1968,,,Remove,
GW,4/18/1963,<=2013,55.83,m,F,AC,X,X,,23-Nov-70,01/08/1970,Dead,
GX,2/28/1964,<=2013,55,m,A,15,C,C,1/13/1969,,12/20/1968,Remove,
GY,02/06/1964,<=2013,55,f,A,64,,A,3/14/1972,,,Remove,
GZ,02/01/1964,<=2013,55,m,A,37,E,E,4/26/1971,,10/01/1968,Remove,
H,5/16/1960,<=2013,58.75,m,G,46,nHH,HH,09/12/1961,,01/01/1961,Remove,
H00,1/20/1983,<=2013,36.08,m,J,327,,J,2/29/1984,,,Remove,
H01,3/13/1983,<=2013,35.92,m,J,616,,J,3/19/1984,,,Remove,
H02,03/06/1983,<=2013,35.92,f,II,971,nR,R,,20-Aug-06,08/01/1985,Dead,
H03,1/19/1983,<=2013,36.08,f,I,970,nQ,nQ,,01-Mar-93,03/01/1985,Dead,
H04,04/11/1983,<=2013,35.83,m,O,A82,,O,05/01/1984,,,Remove,
H05,01/01/1983,<=2013,36.08,f,O,870,,O,05/01/1984,,,Remove,
H07,3/13/1983,<=2013,35.92,m,J,A64,,J,03/07/1984,,,Remove,
H08,02/07/1983,<=2013,36,f,J,458,,J,2/21/1984,,,Remove,
H09,3/28/1983,<=2013,35.92,f,J,942,,J,2/21/1984,,,Remove,
H1,3/18/1965,<=2013,53.92,f,C,BJ,,C,12/09/1968,,,Remove,
H10,2/16/1983,<=2013,36,f,J,554,,J,3/19/1984,,,Remove,
H11,3/29/1983,<=2013,35.92,m,J,320,,J,03/12/1984,,,Remove,
H12,4/15/1983,<=2013,35.83,f,J,883,,J,03/12/1984,,,Remove,
H13,2/19/1983,<=2013,36,m,J,617,,J,03/05/1984,,,Remove,
H14,02/10/1983,<=2013,36,m,J,681,,J,03/05/1984,,,Remove,
H15,1/30/1983,<=2013,36.08,f,J,7H,,J,03/05/1984,,,Remove,
H16,2/25/1983,<=2013,36,m,J,551,,J,03/05/1984,,,Remove,
H17,02/02/1983,<=2013,36,m,J,918,,J,3/19/1984,,,Remove,
H18,2/28/1983,<=2013,36,f,J,686,,J,2/29/1984,,,Remove,
H19,3/26/1983,<=2013,35.92,m,J,A50,,J,2/22/1984,,,Remove,
H2,3/26/1965,<=2013,53.92,m,C,LN,K,K,3/21/1972,,6/30/1970,Remove,
H20,2/15/1983,<=2013,36,f,L,278,,L,,08-Jan-87,,Dead,
H21,4/25/1983,<=2013,35.83,m,J,625,,J,2/23/1984,,,Remove,
H22,03/04/1983,<=2013,35.92,f,O,A36,,O,,08-Mar-84,,Dead,
H23,2/16/1983,<=2013,36,m,J,704,,J,2/27/1984,,,Remove,
H24,1/19/1983,<=2013,36.08,m,J,420,,J,2/21/1984,,,Remove,
H25,2/26/1983,<=2013,36,m,J,A03,,J,03/07/1984,,,Remove,
H26,05/02/1983,<=2013,35.75,m,J,603,,J,03/01/1984,,,Remove,
H3,3/14/1965,<=2013,53.92,f,C,CD,,C,04/12/1967,,,Remove,
H32,12/18/1983,<=2013,35.17,m,I,897,I,I,03/06/1990,,08/11/1988,Remove,
H35,02/03/1984,<=2013,35,f,I,C19,,I,1/30/1990,,,Remove,
H36,3/24/1984,<=2013,34.92,f,I,913,I,I,1/30/1990,,03/06/1986,Remove,
H37,02/06/1984,<=2013,35,m,I,B85,,I,02/08/1990,,,Remove,
H38,2/19/1984,<=2013,35,f,I,B64,nS,S,,06-Jun-90,01/01/1986,Dead,
H4,2/25/1965,<=2013,54,f,C,UQ,,C,12/16/1968,,,Remove,
H40,01/02/1984,<=2013,35.08,m,I,674,S,S,,10-Apr-97,11/06/1995,Dead,
H41,2/13/1984,<=2013,35,f,I,808,,I,02/01/1990,,,Remove,
H42,1/13/1984,<=2013,35.08,m,I,A43,X,X,,14-Jul-95,04/05/1995,Dead,
H43,1/17/1984,<=2013,35.08,m,I,673,,I,02/01/1990,,,Remove,
H44,02/02/1984,<=2013,35,m,I,498,,I,02/12/1990,,,Remove,
H45,5/25/1984,<=2013,34.75,f,II,971,R,R,,03-May-05,7/21/1988,Dead,
H46,01/10/1984,<=2013,35.08,m,I,A25,L,L,03/02/1992,,8/28/1989,Remove,
H47,03/03/1984,<=2013,34.92,m,I,898,R,R,,03-Jul-96,11/09/1993,Dead,
H48,02/04/1984,<=2013,35,f,I,587,nT,nT,02/03/1992,,04/02/1987,Remove,
H49,01/10/1984,<=2013,35.08,m,I,604,,I,,11-May-87,,Dead,
H5,05/10/1965,<=2013,53.75,f,E,114,,E,08/06/1971,,,Remove,
H50,01/08/1984,<=2013,35.08,m,I,678,F,F,,24-Sep-91,8/15/1991,Dead,
H51,3/24/1984,<=2013,34.92,m,I,633,L,L,03/10/1992,,8/31/1990,Remove,
H52,01/01/1984,<=2013,35.08,m,I,896,T,T,02/03/1992,,9/15/1988,Remove,
H53,5/25/1984,<=2013,34.75,m,I,446,nAA,nAA,02/01/1995,,11/01/1992,Remove,
H54,02/09/1984,<=2013,35,f,I,745,nQ,nQ,1/31/1994,,03/01/1985,Remove,
H55,01/03/1984,<=2013,35.08,m,I,233,F,F,,09-Aug-93,5/21/1992,Dead,
H56,01/03/1984,<=2013,35.08,f,I,A41,nQ,nQ,1/26/1994,,03/01/1985,Remove,
H57,12/22/1983,<=2013,35.17,f,I,803,R,R,,03-Apr-92,09/06/1988,Dead,
H58,1/27/1984,<=2013,35.08,f,I,909,,I,02/12/1990,,,Remove,
H59,2/20/1984,<=2013,35,m,I,941,nT,nT,,01-Mar-90,04/01/1987,Dead,
H6,04/01/1965,<=2013,53.83,f,A,JO,,A,5/28/1972,,,Remove,
H60,1/23/1984,<=2013,35.08,f,I,C16,nT,nT,1/29/1992,,04/01/1987,Remove,
H61,2/22/1984,<=2013,35,f,I,528,,I,02/12/1990,,,Remove,
H62,2/13/1984,<=2013,35,m,I,234,nAA,nAA,02/01/1995,,11/01/1992,Remove,
H64,1/21/1984,<=2013,35.08,f,II,953,nS,S,,17-Apr-06,01/01/1986,Dead,
H65,2/22/1984,<=2013,35,f,I,829,nR,R,,22-Jul-87,08/01/1985,Dead,
H66,2/22/1984,<=2013,35,m,I,530,F,F,,10-Nov-94,08/03/1988,Dead,
H67,1/23/1984,<=2013,35.08,m,F,931,I,I,,22-Nov-89,11/07/1988,Dead,
H68,02/07/1984,<=2013,35,m,F,974,I,I,02/08/1990,,10/13/1987,Remove,
H69,1/23/1984,<=2013,35.08,m,F,573,L,L,3/18/1992,,11/06/1989,Remove,
H7,3/22/1965,<=2013,53.92,f,E,LU,,E,,25-Jan-71,,Dead,
H70,01/08/1984,<=2013,35.08,m,F,929,,F,,30-Apr-85,,Dead,
H71,02/12/1984,<=2013,35,f,F,985,,F,,22-Dec-03,,Dead,
H72,3/24/1984,<=2013,34.92,m,F,725,X,X,,17-May-89,8/16/1988,Dead,
H73,2/13/1984,<=2013,35,m,F,874,L,L,2/26/1992,,8/16/1991,Remove,
H74,2/27/1984,<=2013,35,f,F,B75,,F,,25-Jan-06,,Dead,
H75,12/27/1983,<=2013,35.17,f,I,950,,I,03/01/1990,,,Remove,
H76,2/20/1984,<=2013,35,f,I,B63,,I,02/01/1990,,,Remove,
H77,04/10/1984,<=2013,34.83,m,F,987,T,T,,31-Mar-89,08/11/1988,Dead,
H78,1/21/1984,<=2013,35.08,f,L,965,,L,3/18/1992,,,Remove,
H79,01/06/1984,<=2013,35.08,m,L,842,GG,GG,,24-May-00,07/07/1997,Dead,
H8,04/06/1965,<=2013,53.83,m,E,102,A,A,10/04/1971,,01/12/1970,Remove,
H80,01/07/1984,<=2013,35.08,f,L,710,,L,03/09/1992,,,Remove,
H81,2/13/1984,<=2013,35,m,L,966,Q,Q,02/10/1994,,09/08/1992,Remove,
H82,1/18/1984,<=2013,35.08,f,L,A65,,L,03/10/1992,,,Remove,
H83,3/23/1984,<=2013,34.92,m,L,A57,Q,Q,,18-Mar-91,9/21/1990,Dead,
H84,1/21/1984,<=2013,35.08,m,L,572,nY,nY,03/02/1995,,11/01/1992,Remove,
H85,4/19/1984,<=2013,34.83,f,L,C75,,L,2/26/1992,,,Remove,
H86,1/30/1984,<=2013,35.08,m,L,A96,R,R,,02-Feb-02,7/13/2000,Dead,
H87,2/22/1984,<=2013,35,m,L,A58,BB,BB,2/25/2004,,07/02/2003,Remove,
H88,02/03/1984,<=2013,35,f,I,584,,I,2/15/1990,,,Remove,
H89,01/08/1984,<=2013,35.08,m,F,930,HH,HH,,08-Jan-04,5/14/2003,Dead,*
H9,03/05/1965,<=2013,53.92,f,H,AM,,H,9/27/1972,,,Remove,
H90,2/22/1984,<=2013,35,m,II,C10,HH,HH,,14-Feb-07,11/02/2006,Dead,
H91,1/28/1984,<=2013,35.08,m,F,287,R,R,,21-Feb-01,09/07/2000,Dead,
H92,1/25/1984,<=2013,35.08,m,F,838,F,F,,25-Jun-02,06/08/1998,Dead,
H93,3/14/1984,<=2013,34.92,m,F,A71,,F,,08-Dec-86,,Dead,
H94,2/25/1984,<=2013,35,m,I,C12,X,X,,17-May-89,3/14/1988,Dead,
H95,03/06/1984,<=2013,34.92,f,F,C40,nAA,nAA,02/08/1995,,11/01/1992,Remove,
H96,1/23/1984,<=2013,35.08,f,I,952,,I,1/31/1990,,,Remove,
H97,02/09/1984,<=2013,35,m,F,693,X,X,,13-Jun-89,3/15/1988,Dead,
H98,1/23/1984,<=2013,35.08,m,F,699,I,I,2/14/1990,,11/21/1988,Remove,
H99,02/05/1984,<=2013,35,m,F,679,L,L,3/23/1992,,8/28/1991,Remove,
HA,6/25/1959,<=2013,59.67,f,U,28,nC,nC,,01-Apr-62,01/01/1960,Dead,
HB,2/29/1960,<=2013,59,f,A,109,,A,11/09/1965,,,Remove,
HC,3/21/1960,<=2013,58.92,m,G,21,X,X,04/10/1972,,09/05/1970,Remove,
HD,01/01/1958,<=2013,61.08,f,U,CD,nC,nC,1/14/1969,,01/01/1960,Remove,
HE,02/12/1959,<=2013,60,f,U,57,nHH,HH,6/25/1966,,01/01/1961,Remove,
HG,2/20/1960,<=2013,59,m,A,40,,A,09/12/1961,,,Remove,
HH,2/28/1960,<=2013,59,f,A,69,,A,,06-Mar-64,,Dead,
HJ,3/14/1959,<=2013,59.92,f,U,41,nK,nK,3/14/1972,,11/10/1969,Remove,
HK,03/09/1960,<=2013,58.92,f,F,76,,F,9/13/1961,,,Remove,
HL,3/22/1960,<=2013,58.92,f,G,80,nHH,HH,6/25/1966,,01/01/1961,Remove,
HM,3/20/1960,<=2013,58.92,m,A,31,H,H,6/27/1966,,09/10/1964,Remove,
HN,1/25/1960,<=2013,59.08,f,A,37,,A,9/13/1961,,,Remove,
HO,3/23/1960,<=2013,58.92,m,A,R003,C,C,12/02/1968,,08/01/1963,Remove,
HP,03/07/1959,<=2013,59.92,f,U,31,nA,nA,,01-Oct-67,01/01/1960,Dead,
HR,04/10/1959,<=2013,59.83,f,U,10,nC,nC,5/16/1969,,01/01/1960,Remove,
HS,5/28/1960,<=2013,58.75,f,A,78,,A,11/05/1971,,,Remove,
HT,5/23/1960,<=2013,58.75,f,G,R004,nHH,HH,08/01/1972,,01/01/1961,Remove,
HU,3/17/1960,<=2013,58.92,m,F,EK,C,C,,16-Jul-65,12/01/1963,Dead,
HV,5/26/1960,<=2013,58.75,m,E,129,,E,7/31/1961,,,Remove,
HW,03/10/1960,<=2013,58.92,f,A,RB,,A,9/13/1961,,,Remove,
HX,03/05/1960,<=2013,58.92,f,A,92,,A,,01-Nov-61,,Dead,
HY,2/21/1961,<=2013,58,f,A,S016,,A,07/01/1964,,,Remove,
HZ,2/18/1960,<=2013,59,m,C,38,,C,,01-May-62,,Dead,
I,04/12/1968,<=2013,50.83,m,A,TU,,A,11/05/1971,,,Remove,
I00,02/04/1984,<=2013,35,f,I,747,nQ,nQ,02/03/1994,,03/01/1985,Remove,
i0002A,11/11/1999,<=2013,19.25,m,R,02A,,R,,11-Nov-99,,Dead,
i0004A,11/19/1999,<=2013,19.25,m,I,04A,,I,,13-Nov-00,,Dead,
i0005D,01/06/2000,<=2013,19.08,m,D,05D,,D,,31-Dec-01,,Dead,
i0007A,11/11/1999,<=2013,19.25,f,E,07A,nKK,KK,,11-Jul-00,06/07/2000,Dead,
i0014c,11/20/1999,<=2013,19.25,f,F,14C,,F,,31-Dec-01,,Dead,
i0015C,12/02/1999,<=2013,19.17,f,R,15C,,R,,02-Dec-99,,Stillbirth,
i0020E,12/14/1999,<=2013,19.17,f,E,20E,,E,,31-Dec-01,,Dead,
i0025D,01/02/2000,<=2013,19.08,m,J,25D,,J,,10-Jan-00,,Dead,
i0030E,12/28/1999,<=2013,19.17,m,F,30E,,F,,31-Dec-01,,Dead,
i0033C,11/27/1999,<=2013,19.25,f,R,33C,,R,,06-Dec-99,,Dead,
i0035B,12/06/1999,<=2013,19.17,m,R,35B,,R,,03-Jul-00,,Dead,
i0035F,12/26/1999,<=2013,19.17,m,R,35F,,R,,31-Dec-01,,Dead,
i0073B,12/14/1999,<=2013,19.17,f,F,73B,,F,,31-Dec-01,,Dead,
i0089A,11/17/1999,<=2013,19.25,m,BB,89A,,BB,,06-Jul-00,,Dead,
i0095A,1/22/2000,<=2013,19.08,u,R,95A,,R,,28-Feb-00,,Dead,
i00G17,11/23/1999,<=2013,19.25,m,B,G17,,B,,23-Nov-99,,Stillbirth,
i00J29,11/09/1999,<=2013,19.25,m,F,J29,,F,,29-Nov-99,,Dead,
i00K07,12/27/1999,<=2013,19.17,m,F,K07,,F,,27-Dec-99,,Stillbirth,
i00N20,01/05/2000,<=2013,19.08,f,J,N20,,J,,19-Jan-00,,Dead,
i00N40,12/26/1999,<=2013,19.17,f,R,N40,,R,,31-Dec-01,,Dead,
i00O30,12/05/1999,<=2013,19.17,m,C,O30,,C,,31-Dec-01,,Dead,
